tAI_full	flag_Kon	protein_synthesis_rate	real_protein_synthesis_per_mrna	AvgExp_Steinmetz	AvgmRNA_percell_Holstege	Gene	AVGEXP_YPD	DM_YPD	tAI_full	AvgExp_Steinmetz	DM_Steinmetz	Kon	real_protein_synthesis_per_mrna	
I2TLE	Intermediate2	NA	NA	Low.mRNA	Int1.mRNA	KCS1	112	-0.501	0.358422700671875	0.778	0.025	2.203	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	NA	KEI1	244	0.951	0.34889125845693	1.822	-0.099	12.414	NA	
I2TLE	High	IntProtSyn	I2ProtSyn.mRNA	Low.mRNA	Low.mRNA	KEL1	136	0.779	0.363574013290524	0.293	-0.2	187.849	0.038	
I1TLE	High	NA	NA	Int1.mRNA	Int1.mRNA	KEL3	376	-0.677	0.40432533097825	2.415	-0.162	716.39	NA	
HighTLE	Intermediate1	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int1.mRNA	KES1	1179	-2.734	0.423631344303486	4.446	-0.104	5.375	0.081	
I2TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int2.mRNA	Low.mRNA	KEX1	321	-0.555	0.377324957908753	1.26	-0.08	9.863	0.016	
I2TLE	Intermediate1	NA	NA	Low.mRNA	Low.mRNA	KEX2	216.5	-0.161	0.362397846404929	0.791	-0.039	7.104	NA	
HighTLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	KGD1	392	6.73	0.420014189910295	0.61	0.113	1.867	NA	
HighTLE	Intermediate2	NA	NA	Int2.mRNA	Low.mRNA	KGD2	73	-0.557	0.454457117508607	1.749	-0.049	3.729	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	KIN1	69	0.282	0.340562481537435	0.524	-0.021	0.841	NA	
LowTLE	Intermediate1	NA	NA	Low.mRNA	Low.mRNA	KIN4	76.5	-1.405	0.333465058745199	0.682	-0.1	5.204	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	KIP3	112.5	1.547	0.329422538756108	0.514	-0.038	3.039	NA	
I2TLE	High	NA	NA	Int1.mRNA	High.mRNA	KRE1	987.5	-1.467	0.365407917614338	3.449	-0.175	51.264	NA	
HighTLE	High	IntProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	KRE2	204	2.261	0.425384308733983	7.852	-0.164	28.225	0.018	
HighTLE	High	IntProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	KRE33	370.5	12.198	0.420770043784741	5.153	-0.069	18.542	0.017	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	KRI1	3928.5	1.585	0.435716360478628	6.791	-0.138	67.863	0.039	
I1TLE	High	IntProtSyn	LowProtSyn.mRNA	High.mRNA	Int1.mRNA	KRR1	376	3.902	0.417640516144589	6.371	-0.125	65.391	0.005	
I2TLE	Intermediate1	NA	NA	Int1.mRNA	Low.mRNA	KSP1	142.5	-0.765	0.375481118740125	3.935	-0.01	6.639	NA	
I2TLE	Low	NA	NA	Int2.mRNA	NA	KTI11	825.5	-1.551	0.369441461878029	1.387	0.055	0.035	NA	
LowTLE	NA	NA	NA	NA	Int1.mRNA	KTI12	83	0.821	0.328576442292457	NA	NA	NA	NA	
I1TLE	Intermediate1	IntProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	KTR1	152	-1.696	0.401163048876742	4.464	-0.058	12.461	0.009	
LowTLE	Intermediate1	NA	NA	Int1.mRNA	Int2.mRNA	KTR4	84.5	5.7	0.345209233594697	2.752	-0.033	7.425	NA	
I2TLE	Low	IntProtSyn	I1ProtSyn.mRNA	Int1.mRNA	Int1.mRNA	KTR6	139.5	2.034	0.378158155571381	2.344	-0.024	0.01	0.048	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	NA	LAA1	134.5	0.276	0.342368859432178	1.872	-0.075	1.983	NA	
I2TLE	Low	LowProtSyn	LowProtSyn.mRNA	Low.mRNA	NA	LAC1	344	2.158	0.377316331511556	0.414	0.045	0.567	0.006	
I1TLE	High	NA	NA	Int2.mRNA	NA	LAP2	114	8.986	0.402418889992565	1.174	-0.106	19.309	NA	
HighTLE	High	NA	NA	Int1.mRNA	NA	LAP3	124.5	1.89	0.445791140755168	2.31	-0.088	20.531	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	Low.mRNA	LAS17	109	-0.112	0.33152956793168	1.068	-0.105	11.906	NA	
LowTLE	High	NA	NA	Low.mRNA	NA	LAS21	130.5	-1.023	0.330386697792539	0.495	-0.185	25.653	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	NA	LAT1	216	3.918	0.452085535739425	6.716	-0.178	39.318	0.095	
I1TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	Int2.mRNA	LCB1	586	-2.072	0.383621776271498	3.647	0.001	6.899	0.034	
I1TLE	High	NA	NA	Int1.mRNA	High.mRNA	LCB2	332.5	-0.777	0.390922019832994	3.451	-0.076	15.915	NA	
I2TLE	NA	LowProtSyn	LowProtSyn.mRNA	NA	Low.mRNA	LCB4	83	-0.179	0.367730239745834	NA	NA	NA	0.008	
LowTLE	High	NA	NA	Low.mRNA	NA	LDB19	99	-1.579	0.316213022645316	0.779	-0.143	21.09	NA	
I2TLE	Low	NA	NA	Int2.mRNA	NA	LEM3	266	0.766	0.367991109106098	1.709	-0.109	0.021	NA	
I1TLE	High	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	LEO1	216.5	-0.061	0.393196369212669	2.659	-0.11	22.518	0.032	
HighTLE	Low	NA	NA	High.mRNA	Int2.mRNA	LEU1	4135	8.836	0.466391673862425	5.691	0.213	1.108	NA	
HighTLE	Intermediate2	NA	NA	Int1.mRNA	Int2.mRNA	LEU4	562	1.679	0.450055722422013	4.15	0.13	2.978	NA	
HighTLE	Intermediate2	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	LEU9	498	0.89	0.429224042649241	4.393	-0.041	1.886	0.175	
LowTLE	Intermediate1	NA	NA	Low.mRNA	NA	LGE1	97	1.614	0.313389149910228	0.879	-0.046	5.792	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int2.mRNA	LHP1	517	0.115	0.456855617221132	8.156	-0.045	15.652	0.044	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	LIA1	1716.5	-0.235	0.495301243234576	8.395	-0.037	12.007	0.142	
I2TLE	High	NA	NA	Int2.mRNA	Int1.mRNA	LIP5	168	4.189	0.367212209887843	1.361	-0.206	65.955	NA	
I1TLE	High	NA	NA	High.mRNA	NA	LOC1	147.5	-0.328	0.40594259249583	5.121	-0.066	14.673	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	LOS1	69.5	-2.095	0.363648774484975	0.871	-0.105	0.286	NA	
LowTLE	Low	NA	NA	Int2.mRNA	NA	LOT5	71.5	-0.19	0.341900685705176	1.074	-0.026	0.6	NA	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	NA	LPD1	757.5	3.226	0.456371442508036	3.498	-0.147	50.369	0.137	
LowTLE	NA	HighProtSyn	I1ProtSyn.mRNA	NA	NA	LSB1	380	-0.638	0.331873616682107	NA	NA	NA	0.078	
I1TLE	Low	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	LSB3	333	-0.37	0.404111018905154	2.351	-0.079	1.254	0.034	
HighTLE	Low	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	Int1.mRNA	LSC1	118.5	3.836	0.425783278426513	2.493	-0.118	1.03	0.433	
I1TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	LSC2	228	5.358	0.409303705865661	1.268	0.04	4.067	NA	
I1TLE	High	NA	NA	Int1.mRNA	NA	LSG1	435.5	-0.747	0.409029791028899	3.929	-0.113	17.973	NA	
I1TLE	High	NA	NA	High.mRNA	NA	LSM1	411.5	-1.192	0.38200025183702	4.87	-0.126	52.02	NA	
I1TLE	Intermediate1	IntProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	LSM2	273	2.728	0.40657284886895	2.706	-0.052	8.924	0.005	
LowTLE	High	NA	NA	Int1.mRNA	NA	LSM3	681	-2.448	0.282917770267326	4.183	-0.138	43.59	NA	
I1TLE	High	NA	NA	Int1.mRNA	NA	LSM4	159	-0.433	0.390698113259912	2.376	-0.156	51.42	NA	
I1TLE	High	NA	NA	Int1.mRNA	NA	LSM7	459.5	-1.786	0.40661206034621	3.267	-0.178	94.078	NA	
I1TLE	Intermediate1	IntProtSyn	LowProtSyn.mRNA	Int2.mRNA	Int1.mRNA	LTP1	140	0.353	0.384787986839128	1.798	0	6.239	0.012	
I1TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	Low.mRNA	LTV1	255.5	-0.138	0.382968823246502	2.784	-0.006	5.678	0.026	
HighTLE	Low	NA	NA	Int1.mRNA	High.mRNA	LYP1	883	-1.558	0.425620545267247	3.86	-0.095	0.706	NA	
I1TLE	Low	NA	NA	Low.mRNA	Int1.mRNA	LYS1	2005	3.565	0.398266964679539	0.837	0.057	1.645	NA	
HighTLE	Intermediate2	NA	NA	Int1.mRNA	Int2.mRNA	LYS12	213.5	2.526	0.471682814475737	2.862	-0.032	3.35	NA	
I1TLE	Low	NA	NA	Low.mRNA	Int2.mRNA	LYS2	680	4.941	0.409307513909295	0.393	0.371	0.705	NA	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	LYS20	780	3.861	0.45265748805015	6.729	0.109	3.765	NA	
HighTLE	Low	NA	NA	Int1.mRNA	Int2.mRNA	LYS21	691.5	1.019	0.449630758455318	2.678	-0.112	1.481	NA	
I1TLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	Int2.mRNA	LYS4	284	4.402	0.392602596167563	2.081	-0.105	6.066	0.173	
HighTLE	Low	NA	NA	Int1.mRNA	Int2.mRNA	LYS9	936.5	5.429	0.477205882663256	3.735	0.19	1.522	NA	
HighTLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	Low.mRNA	NA	MAE1	312	4.222	0.42364892041816	0.925	-0.029	2.065	0.033	
I1TLE	NA	NA	NA	NA	Int1.mRNA	MAK11	221.5	0.79	0.389781241397927	NA	NA	NA	NA	
I1TLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	MAK21	427	0.999	0.397977314187214	3.554	-0.084	3.08	0.022	
LowTLE	High	NA	NA	Int1.mRNA	NA	MAK3	118.5	0.027	0.334515956959418	2.084	-0.132	55.094	NA	
I1TLE	Intermediate2	NA	NA	Int1.mRNA	Int2.mRNA	MAK5	180.5	-0.96	0.402631113420953	2.408	-0.106	1.755	NA	
I2TLE	High	LowProtSyn	LowProtSyn.mRNA	Low.mRNA	NA	MAM3	127.5	0.052	0.359627448737227	1.003	-0.09	24.148	0.009	
HighTLE	Intermediate2	HighProtSyn	HighProtSyn.mRNA	Low.mRNA	Int1.mRNA	MAM33	362.5	3.287	0.426262265560648	0.715	0.018	2.945	0.25	
I1TLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	Int2.mRNA	MAP1	978	0.072	0.414915733847464	7.282	-0.092	27.205	0.171	
I1TLE	Low	HighProtSyn	I2ProtSyn.mRNA	Int1.mRNA	Int2.mRNA	MAP2	109	-0.855	0.414556832975326	3.028	-0.116	0.026	0.024	
I1TLE	Intermediate2	IntProtSyn	I1ProtSyn.mRNA	Int2.mRNA	Low.mRNA	MAS1	130	3.145	0.383569645550372	1.296	0.027	3.895	0.066	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MAS2	327.5	1.048	0.366762622142309	1.939	0.02	2.953	NA	
LowTLE	High	NA	NA	Low.mRNA	Int1.mRNA	MBA1	118	-0.128	0.348088188334312	0.652	-0.102	14.588	NA	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	MBF1	5070.5	0.738	0.502663206442274	17.43	0.038	9.447	0.122	
I1TLE	Low	HighProtSyn	I1ProtSyn.mRNA	Int1.mRNA	NA	MCA1	184.5	2.05	0.38357252759291	3.268	-0.072	0.832	0.068	
I2TLE	High	NA	NA	Low.mRNA	Int1.mRNA	MCD4	174.5	-0.272	0.362273745002238	0.312	-0.284	256.364	NA	
I2TLE	Low	NA	NA	Int1.mRNA	Int2.mRNA	MCK1	447	-2.789	0.369024983108565	3.867	-0.115	0.655	NA	
I2TLE	Intermediate1	NA	NA	Int1.mRNA	Int1.mRNA	MCM1	189.5	0.47	0.350097549249835	2.51	-0.089	6.232	NA	
I1TLE	Low	NA	NA	Low.mRNA	Low.mRNA	MCM2	145	1.818	0.390271376810023	0.575	0.06	1.085	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	MCM6	204.5	1.311	0.377525189530376	0.474	-0.015	0.63	NA	
I1TLE	NA	NA	NA	NA	NA	MCX1	72	-1.087	0.389879371159033	NA	NA	NA	NA	
I1TLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	MDG1	154.5	3.85	0.388653913951911	0.812	0.088	1.903	NA	
HighTLE	Low	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	High.mRNA	MDH1	383	13.737	0.482331529591677	3.31	0.001	0.843	0.634	
I1TLE	Low	NA	NA	Int2.mRNA	Int2.mRNA	MDH2	591.5	10.712	0.402539324710224	1.422	0.272	1.17	NA	
I2TLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	Int2.mRNA	Int2.mRNA	MDH3	274.5	1.251	0.375899573852436	1.878	-0.091	2.227	0.091	
I1TLE	Intermediate2	NA	NA	Int1.mRNA	NA	MDJ1	201.5	7.671	0.391004235056865	2.745	0.015	3.881	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	MDL2	88.5	-0.765	0.331977312830295	0.902	-0.025	4.527	NA	
I2TLE	Low	NA	NA	Int1.mRNA	NA	MDM35	101	2.182	0.35932054885455	3.892	-0.078	0.38	NA	
I1TLE	High	IntProtSyn	I1ProtSyn.mRNA	Int1.mRNA	NA	MDM38	295	1.217	0.408474270721051	4.246	-0.115	34.069	0.077	
I2TLE	High	NA	NA	High.mRNA	NA	MDN1	147	0.572	0.373609792523034	5.116	-0.092	19.783	NA	
LowTLE	High	NA	NA	Low.mRNA	NA	MDV1	101	-0.661	0.330556489007353	0.56	-0.285	436.231	NA	
I1TLE	Low	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	NA	MDY2	429.5	-1.732	0.385367351359218	2.342	-0.024	1	0.129	
LowTLE	High	NA	NA	Low.mRNA	NA	MED1	79.5	0.287	0.337514377061982	0.938	-0.135	77.177	NA	
I2TLE	Intermediate1	NA	NA	Int2.mRNA	Low.mRNA	MED2	74.5	5.4	0.378526496721455	1.419	-0.113	12.558	NA	
LowTLE	High	NA	NA	Low.mRNA	Low.mRNA	MED6	139.5	1.353	0.344012508889581	0.933	-0.146	228.74	NA	
I1TLE	Intermediate1	NA	NA	Low.mRNA	Int1.mRNA	MEF1	74.5	-2.012	0.404550671627659	0.704	-0.086	13.336	NA	
LowTLE	Intermediate1	NA	NA	Low.mRNA	NA	MEH1	222.5	-0.781	0.337229258200456	0.843	-0.082	9.341	NA	
I2TLE	Low	NA	NA	Int2.mRNA	Int1.mRNA	MEP3	119	0.093	0.354428568745422	1.303	0.11	0.921	NA	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	Int2.mRNA	MES1	3215	-0.846	0.438125292879026	4.347	-0.034	9.72	0.122	
I2TLE	Low	NA	NA	Low.mRNA	NA	MET18	139	-0.632	0.359206833189498	0.447	0.092	0.782	NA	
I1TLE	Low	NA	NA	Int1.mRNA	NA	MET22	289.5	0.567	0.404460117688712	2.092	-0.083	1.4	NA	
HighTLE	Low	NA	NA	Low.mRNA	NA	MET3	395	0.097	0.454263479192534	0.923	0.27	0.498	NA	
LowTLE	High	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	Low.mRNA	MET4	87.5	-0.867	0.33566212955256	1.231	-0.169	55.842	0.008	
HighTLE	Low	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	NA	MET6	9004.5	14.581	0.588088581678796	2.914	0.74	0.702	5.693	
I2TLE	Intermediate1	NA	NA	Int2.mRNA	NA	MET7	376.5	0.596	0.355224254648716	1.449	-0.044	5.458	NA	
I1TLE	Low	NA	NA	Int1.mRNA	Int2.mRNA	MEU1	90	0.51	0.401367719533623	2.532	-0.069	1.186	NA	
HighTLE	Low	NA	NA	High.mRNA	NA	MFA1	2197.5	13.68	0.522906055520431	19.195	0.804	0.497	NA	
LowTLE	NA	NA	NA	NA	NA	MFB1	56.5	-1.102	0.331621745113081	NA	NA	NA	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	MFT1	97	-0.13	0.347298863770954	0.663	0.059	1.044	NA	
HighTLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int2.mRNA	MGE1	209	0.345	0.470941367376716	5.666	-0.109	2.86	0.055	
I2TLE	High	NA	NA	Low.mRNA	NA	MHP1	132.5	1.44	0.358849693569708	0.312	-0.339	312.492	NA	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	NA	MHR1	226.5	1.078	0.338049748115359	1.689	0.066	2.77	NA	
HighTLE	Intermediate2	NA	NA	Int2.mRNA	NA	MIC19	215.5	-0.094	0.439832351576062	1.215	0.028	3.516	NA	
I1TLE	Intermediate1	NA	NA	Int2.mRNA	NA	MIC26	175.5	1.07	0.385939245158805	1.516	-0.025	4.955	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	NA	MIC27	135.5	0.724	0.3235702637256	1.392	-0.016	6.152	NA	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	Low.mRNA	MID2	577.5	-1.155	0.305007380129879	1.297	0.016	3.839	NA	
LowTLE	High	NA	NA	Low.mRNA	Int1.mRNA	MIG1	96	3.25	0.333344712175523	0.555	-0.113	14.874	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	MIR1	926.5	4.303	0.484610447901335	7.107	-0.044	13.893	NA	
I1TLE	Intermediate1	HighProtSyn	I1ProtSyn.mRNA	Int2.mRNA	Int2.mRNA	MIS1	235.5	3.388	0.408004921307669	1.796	-0.045	10.559	0.065	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	NA	MIT1	225.5	0.669	0.349058210862438	1.056	-0.054	9.358	NA	
I1TLE	Intermediate1	NA	NA	NA	NA	MIX17	1102.5	-0.652	0.385425961655101	NA	NA	7.977	NA	
I1TLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	Int2.mRNA	NA	MKT1	197	1.931	0.398290113879113	1.094	0.059	2.759	0.025	
I1TLE	Intermediate1	NA	NA	Int2.mRNA	Low.mRNA	MLP1	133	-0.37	0.389739330564045	1.055	-0.076	6.582	NA	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	MMF1	224.5	2.124	0.467317061196121	21.434	-0.004	4.669	0.336	
I2TLE	Low	NA	NA	High.mRNA	NA	MMR1	71	-1.787	0.364888658916095	5.67	0.125	1.195	NA	
I1TLE	High	HighProtSyn	HighProtSyn.mRNA	Low.mRNA	Int1.mRNA	MMS2	145.5	0.087	0.403872965845357	0.864	-0.128	16.206	0.112	
I2TLE	Low	NA	NA	Low.mRNA	NA	MMS21	62	0.161	0.352463021302279	0.073	-0.077	0.174	NA	
I2TLE	Low	NA	NA	Int2.mRNA	Int1.mRNA	MNN1	90.5	1.691	0.357107999918971	1.054	0.164	1.387	NA	
I2TLE	High	LowProtSyn	LowProtSyn.mRNA	Int1.mRNA	Int2.mRNA	MNN10	132	-2.121	0.357326310031635	3.566	-0.099	15.866	0.004	
I2TLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	Int1.mRNA	Int1.mRNA	MNN11	203	-1.538	0.378090020215202	2.204	0.041	4.579	0.004	
I2TLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	MNN2	129.5	0.039	0.375420800046831	3.406	-0.065	2.748	0.02	
I2TLE	Intermediate1	NA	NA	Int2.mRNA	NA	MNN5	174	-0.737	0.365878500380766	1.921	-0.055	6.989	NA	
I1TLE	High	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	Int2.mRNA	MNN9	212.5	-0.422	0.418357847379799	2.628	-0.071	13.846	0.031	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	Int1.mRNA	NA	MNP1	457.5	1.784	0.441470343013963	2.806	-0.114	17.83	0.075	
I2TLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	MNS1	105.5	2.47	0.356505916869236	0.389	0.032	2.22	NA	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	NA	MOB1	143.5	0.407	0.313938466398151	1.938	0.005	2.629	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	MOB2	66	-0.722	0.341036522839989	0.907	-0.1	4.288	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	MON2	103	-0.028	0.339675284574159	0.444	0.001	1.389	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	MOT1	373	0.85	0.357648255309701	0.454	0.032	2.006	NA	
I2TLE	High	IntProtSyn	I1ProtSyn.mRNA	Int2.mRNA	NA	MOT2	254.5	-1.665	0.363825270829967	1.278	-0.113	22.673	0.05	
LowTLE	Low	NA	NA	Low.mRNA	Low.mRNA	MOT3	90	-1.357	0.324256888316257	0.604	0.006	1.333	NA	
I2TLE	Intermediate1	NA	NA	High.mRNA	NA	MPC2	190.5	0.34	0.365877886252858	16.53	-0.109	12.703	NA	
I2TLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	Int2.mRNA	Low.mRNA	MPD2	92	0.364	0.356907572206724	1.068	-0.072	1.959	0.035	
I2TLE	Intermediate2	NA	NA	Low.mRNA	NA	MPE1	78	-2.055	0.361544375499032	0.813	0.028	3.946	NA	
LowTLE	High	NA	NA	Low.mRNA	NA	MPS2	119.5	0.615	0.316660666330599	0.399	-0.176	311.019	NA	
I2TLE	NA	NA	NA	NA	Low.mRNA	MPT5	122.5	0.004	0.360840539811928	NA	NA	NA	NA	
HighTLE	Low	NA	NA	High.mRNA	NA	MRH1	3378.5	4.465	0.477538653615046	22.19	0.529	0.668	NA	
I2TLE	High	IntProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	MRI1	150	2.547	0.375003372168547	3.857	-0.129	23.883	0.014	
I2TLE	Low	NA	NA	Low.mRNA	NA	MRL1	81	0.474	0.36435241144641	0.426	0.111	0.883	NA	
I2TLE	High	NA	NA	Int2.mRNA	NA	MRN1	357.5	-1.539	0.360007993947317	1.462	-0.166	210.274	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	Int1.mRNA	MRP13	295.5	0.768	0.335535978068574	1.427	-0.053	10.292	NA	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	Low.mRNA	MRP20	113	-0.428	0.304203751036857	1.082	-0.001	2.858	NA	
I1TLE	Intermediate2	NA	NA	Int2.mRNA	Low.mRNA	MRP4	188.5	1.288	0.393689355665905	1.769	0.006	1.806	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MRP49	229.5	0.751	0.377848953084405	1.051	0.02	3.331	NA	
I1TLE	Low	NA	NA	Int1.mRNA	Int1.mRNA	MRP51	143.5	1.801	0.381173549951938	2.602	-0.092	0.94	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	NA	MRP7	272	-1.028	0.370184673695806	1.545	-0.099	2.583	NA	
I1TLE	Low	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	Int1.mRNA	MRP8	297	2.625	0.413823557905689	2.203	-0.004	0.708	0.221	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	NA	MRPL1	123.5	2.227	0.336403084905218	1.261	0.02	3.752	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MRPL10	250	4.136	0.368180024682989	1.364	-0.104	1.744	NA	
I2TLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	Low.mRNA	MRPL11	227.5	1.792	0.352287835881301	1.474	0.131	2.336	0.012	
I1TLE	Low	IntProtSyn	I2ProtSyn.mRNA	Low.mRNA	Int1.mRNA	MRPL13	352.5	1.141	0.416582466354302	0.093	0.304	0.272	0.025	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	NA	MRPL15	176.5	0.559	0.330593147958787	1.032	-0.01	4.322	NA	
LowTLE	NA	NA	NA	NA	Low.mRNA	MRPL19	179.5	-0.645	0.335267001264344	NA	NA	NA	NA	
I2TLE	High	NA	NA	Low.mRNA	Int2.mRNA	MRPL20	105.5	-0.454	0.358573051886189	0.715	-0.23	693.123	NA	
LowTLE	High	NA	NA	Int2.mRNA	NA	MRPL22	72.5	-0.857	0.343927755042638	1.52	-0.137	35.812	NA	
I1TLE	High	NA	NA	Low.mRNA	Low.mRNA	MRPL24	170	0.342	0.407322065445483	0.648	-0.109	47.789	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	Int1.mRNA	MRPL25	70	-0.075	0.361376414799197	0.673	-0.031	3.027	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MRPL27	86	0.203	0.37552552537515	1.145	0.014	4.063	NA	
LowTLE	High	NA	NA	Int2.mRNA	Low.mRNA	MRPL28	177.5	0.503	0.311177176853027	1.206	-0.128	144.875	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	Low.mRNA	MRPL3	192.5	3.631	0.332372415543782	1.685	-0.035	7.484	NA	
HighTLE	High	NA	NA	Int2.mRNA	Low.mRNA	MRPL31	162	2.045	0.42744235073903	1.692	-0.12	22.585	NA	
I1TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MRPL32	202.5	1.363	0.388331519446302	1.233	0.004	1.996	NA	
LowTLE	High	NA	NA	Int1.mRNA	Int2.mRNA	MRPL33	107.5	0.368	0.309439653986157	2.563	-0.139	36.664	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	Low.mRNA	MRPL35	183.5	0.024	0.347083253614535	1.067	-0.09	7.2	NA	
I2TLE	Intermediate2	NA	NA	Int1.mRNA	Low.mRNA	MRPL36	167	0.571	0.365969999812527	2.28	-0.087	4.066	NA	
LowTLE	Intermediate1	NA	NA	Int1.mRNA	Int1.mRNA	MRPL37	108	5.596	0.282557664680066	2.675	-0.015	6.865	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MRPL38	72	-0.621	0.369660876307915	1.438	0.083	3.122	NA	
I2TLE	NA	NA	NA	NA	Int2.mRNA	MRPL39	102.5	1.683	0.361675495451001	NA	NA	NA	NA	
I2TLE	Low	NA	NA	Int2.mRNA	Int1.mRNA	MRPL49	109	5.103	0.376022612252256	1.979	0	1.052	NA	
I2TLE	Low	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	NA	MRPL50	200.5	-0.291	0.372427709479469	1.35	-0.087	0.975	0.004	
I2TLE	Intermediate1	NA	NA	Int1.mRNA	NA	MRPL51	77	0.012	0.36135024845438	2.441	-0.091	9.713	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MRPL6	92	-0.326	0.354240705604731	1.364	-0.024	2.013	NA	
LowTLE	High	NA	NA	Int2.mRNA	Low.mRNA	MRPL8	179.5	3.029	0.326776619305619	1.46	-0.17	132.649	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	MRPL9	172.5	2.601	0.367529761450427	1.635	-0.087	4.299	NA	
